lga_code,lga_name,2021_incr_det_vs,2021_incr_med_vs,2021_incr_high_vs,2022_incr_det_vs,2022_incr_med_vs,2022_incr_high_vs,2023_incr_det_vs,2023_incr_med_vs,2023_incr_high_vs,2024_incr_det_vs,2024_incr_med_vs,2024_incr_high_vs,2025_incr_det_vs,2025_incr_med_vs,2025_incr_high_vs,2026_incr_det_vs,2026_incr_med_vs,2026_incr_high_vs,2027_incr_det_vs,2027_incr_med_vs,2027_incr_high_vs,2028_incr_det_vs,2028_incr_med_vs,2028_incr_high_vs,2029_incr_det_vs,2029_incr_med_vs,2029_incr_high_vs,2030_incr_det_vs,2030_incr_med_vs,2030_incr_high_vs,2031_incr_det_vs,2031_incr_med_vs,2031_incr_high_vs,2032_incr_det_vs,2032_incr_med_vs,2032_incr_high_vs,2033_incr_det_vs,2033_incr_med_vs,2033_incr_high_vs,2034_incr_det_vs,2034_incr_med_vs,2034_incr_high_vs,2035_incr_det_vs,2035_incr_med_vs,2035_incr_high_vs,2021_total_intensity,2022_total_intensity,2023_total_intensity,2024_total_intensity,2025_total_intensity,2026_total_intensity,2027_total_intensity,2028_total_intensity,2029_total_intensity,2030_total_intensity,2031_total_intensity,2032_total_intensity,2033_total_intensity,2034_total_intensity,2035_total_intensity
30250,Aurukun,90.0,0.0,0.0,90.0,0.0,0.0,90.0,0.0,0.0,90.0,0.0,0.0,90.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,90.0,90.0,90.0,90.0,90.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
30300,Balonne,30.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0
30370,Banana,220.0,0.0,0.0,220.0,0.0,0.0,220.0,0.0,0.0,220.0,0.0,0.0,220.0,0.0,0.0,90.0,0.0,0.0,90.0,0.0,0.0,90.0,0.0,0.0,90.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,220.0,220.0,220.0,220.0,90.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0
30410,Barcaldine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30450,Barcoo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30760,Blackall Tambo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30900,Boulia,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31000,Brisbane,22760.0,6510.0,40.0,22760.0,6510.0,40.0,22760.0,6510.0,40.0,22760.0,6510.0,40.0,22760.0,6510.0,40.0,18890.0,5400.0,30.0,18890.0,5400.0,30.0,18890.0,5400.0,30.0,18890.0,5400.0,30.0,18890.0,5400.0,30.0,19580.0,5600.0,30.0,19580.0,5600.0,30.0,19580.0,5600.0,30.0,19580.0,5600.0,30.0,19580.0,5600.0,30.0,29310.0,29310.0,29310.0,29310.0,29310.0,24320.0,24320.0,24320.0,24320.0,24320.0,25210.0,25210.0,25210.0,25210.0,25210.0
31750,Bulloo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31820,Bundaberg,3720.0,60.0,0.0,3720.0,60.0,0.0,3720.0,60.0,0.0,3720.0,60.0,0.0,3720.0,60.0,0.0,3320.0,60.0,0.0,3320.0,60.0,0.0,3320.0,60.0,0.0,3320.0,60.0,0.0,3320.0,60.0,0.0,2740.0,40.0,0.0,2740.0,40.0,0.0,2740.0,40.0,0.0,2740.0,40.0,0.0,2740.0,40.0,0.0,3780.0,3780.0,3780.0,3780.0,3780.0,3380.0,3380.0,3380.0,3380.0,3380.0,2780.0,2780.0,2780.0,2780.0,2780.0
31900,Burdekin,180.0,10.0,0.0,180.0,10.0,0.0,180.0,10.0,0.0,180.0,10.0,0.0,180.0,10.0,0.0,220.0,10.0,0.0,220.0,10.0,0.0,220.0,10.0,0.0,220.0,10.0,0.0,220.0,10.0,0.0,200.0,10.0,0.0,200.0,10.0,0.0,200.0,10.0,0.0,200.0,10.0,0.0,200.0,10.0,0.0,190.0,190.0,190.0,190.0,190.0,230.0,230.0,230.0,230.0,230.0,210.0,210.0,210.0,210.0,210.0
31950,Burke,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0
32080,Cairns,8180.0,300.0,0.0,8180.0,300.0,0.0,8180.0,300.0,0.0,8180.0,300.0,0.0,8180.0,300.0,0.0,8630.0,310.0,0.0,8630.0,310.0,0.0,8630.0,310.0,0.0,8630.0,310.0,0.0,8630.0,310.0,0.0,8130.0,300.0,0.0,8130.0,300.0,0.0,8130.0,300.0,0.0,8130.0,300.0,0.0,8130.0,300.0,0.0,8480.0,8480.0,8480.0,8480.0,8480.0,8950.0,8950.0,8950.0,8950.0,8950.0,8420.0,8420.0,8420.0,8420.0,8420.0
32250,Carpentaria,60.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,60.0,60.0,60.0,60.0,60.0,40.0,40.0,40.0,40.0,40.0,20.0,20.0,20.0,20.0,20.0
32260,Cassowary Coast,1330.0,80.0,0.0,1330.0,80.0,0.0,1330.0,80.0,0.0,1330.0,80.0,0.0,1330.0,80.0,0.0,1120.0,60.0,0.0,1120.0,60.0,0.0,1120.0,60.0,0.0,1120.0,60.0,0.0,1120.0,60.0,0.0,1160.0,60.0,0.0,1160.0,60.0,0.0,1160.0,60.0,0.0,1160.0,60.0,0.0,1160.0,60.0,0.0,1410.0,1410.0,1410.0,1410.0,1410.0,1180.0,1180.0,1180.0,1180.0,1180.0,1220.0,1220.0,1220.0,1220.0,1220.0
32270,Central Highlands (Qld),1250.0,20.0,0.0,1250.0,20.0,0.0,1250.0,20.0,0.0,1250.0,20.0,0.0,1250.0,20.0,0.0,910.0,20.0,0.0,910.0,20.0,0.0,910.0,20.0,0.0,910.0,20.0,0.0,910.0,20.0,0.0,900.0,20.0,0.0,900.0,20.0,0.0,900.0,20.0,0.0,900.0,20.0,0.0,900.0,20.0,0.0,1270.0,1270.0,1270.0,1270.0,1270.0,930.0,930.0,930.0,930.0,930.0,920.0,920.0,920.0,920.0,920.0
