state_code,state_name,lga_code,lga_name,SEQ,2021_dw,2026_dw,2031_dw,2036_dw,2041_dw,2046_dw,Unnamed: 6
1,New South Wales,16100,Oberon (A),,2854.059879,2896.078863,2922.139212,2938.95077,2947.565017,,
1,New South Wales,16150,Orange (C),,19098.328,20497.23015,21897.12027,23181.39479,24299.70698,,
1,New South Wales,16200,Parkes (A),,6924.491811,6962.361531,7211.477548,7462.661658,7687.028341,,
1,New South Wales,16260,Parramatta (C),,99897.83773,107326.9564,118905.3478,135041.1462,154942.81,,
1,New South Wales,16350,Penrith (C),,80452.55936,84829.60329,91436.04032,99363.39419,106946.4096,,
1,New South Wales,16380,Port Macquarie-Hastings (A),,41735.47705,44407.10772,47130.97779,49556.25733,51616.36608,,
1,New South Wales,16400,Port Stephens (A),,37899.19046,40637.50822,43575.14621,46394.54948,48978.03596,,
1,New South Wales,16490,Queanbeyan-Palerang Regional (A),,27733.92662,30128.08129,32911.07148,35757.75753,38530.32605,,
1,New South Wales,16550,Randwick (C),,65844.11108,67141.66665,69515.0056,72718.72694,76141.25166,,
1,New South Wales,16610,Richmond Valley (A),,10957.56835,11274.70939,11598.83007,11891.39083,12129.61094,,
1,New South Wales,16700,Ryde (C),,53745.49506,57302.48711,63992.3298,69162.96813,75809.11005,,
1,New South Wales,16900,Shellharbour (C),,29962.20246,32535.12379,35593.42754,38874.61854,42181.97164,,
1,New South Wales,16950,Shoalhaven (C),,62645.77707,68370.5263,74771.68258,81056.4298,86985.05545,,
1,New South Wales,17000,Singleton (A),,9962.541817,10089.42162,10214.43232,10247.39732,10177.25861,,
1,New South Wales,17040,Snowy Monaro Regional (A),,11379.16631,11858.80818,12439.17505,12963.24582,13419.72631,,
1,New South Wales,17080,Snowy Valleys (A),,7280.1695,7316.437317,7388.992386,7439.780435,7452.327162,,
1,New South Wales,17100,Strathfield (A),,17719.79865,19549.78543,20670.39544,21420.77165,22171.23236,,
1,New South Wales,17150,Sutherland Shire (A),,92716.85097,97426.80229,102838.6015,107196.4725,110661.9172,,
1,New South Wales,17200,Sydney (C),,125532.5647,126877.9638,137894.0843,150222.4498,162058.8951,,
1,New South Wales,17310,Tamworth Regional (A),,28175.08969,29414.05429,30843.84553,32268.68482,33607.30023,,
1,New South Wales,17350,Temora (A),,3093.504633,3130.279559,3202.704584,3281.6651,3368.473269,,
1,New South Wales,17400,Tenterfield (A),,3741.013503,3659.125154,3500.140378,3290.419173,3061.531119,,
1,New South Wales,17420,The Hills Shire (A),,61498.99357,69964.50908,82589.05301,93230.607,100783.0054,,
1,New South Wales,17550,Tweed (A),,46207.35949,49370.26678,52282.22089,54730.9393,56610.08432,,
1,New South Wales,19399,Unincorporated NSW,,543.6664106,503.2076742,459.822725,421.8758699,392.9867212,,
1,New South Wales,17620,Upper Hunter Shire (A),,6841.414897,6864.697085,6895.369431,6866.308569,6779.935413,,
1,New South Wales,17640,Upper Lachlan Shire (A),,4447.266304,4724.264589,4957.783939,5178.294369,5366.732582,,
1,New South Wales,17650,Uralla (A),,2889.540649,2910.004738,2861.685679,2746.402713,2584.570665,,
1,New South Wales,17750,Wagga Wagga (C),,28660.02339,29849.53974,31318.47592,32667.80809,33790.90005,,
1,New South Wales,17850,Walcha (A),,1674.949198,1631.528415,1601.804335,1586.699245,1579.79606,,
1,New South Wales,17900,Walgett (A),,3431.869014,3301.793211,3076.934836,2791.823966,2470.562145,,
1,New South Wales,17950,Warren (A),,1404.492421,1309.146293,1220.801692,1117.455365,993.4894437,,
1,New South Wales,18020,Warrumbungle Shire (A),,4790.080432,4717.99414,4604.72436,4443.824095,4258.802054,,
1,New South Wales,18050,Waverley (A),,34834.24324,34613.79138,35531.44561,36632.11813,37839.09026,,
1,New South Wales,18100,Weddin (A),,1992.893419,1972.815529,1962.155472,1938.871754,1901.140147,,
1,New South Wales,18200,Wentworth (A),,3379.879717,3337.783081,3303.172397,3265.971862,3212.295637,,
1,New South Wales,18250,Willoughby (C),,33530.38934,34572.01471,36809.09804,38436.93512,39891.53024,,
1,New South Wales,18350,Wingecarribee (A),,24447.58313,26630.53275,29107.38908,31582.22868,33992.03405,,
1,New South Wales,18400,Wollondilly (A),,19391.44385,21422.87048,24325.81143,28415.77558,33650.87756,,
1,New South Wales,18450,Wollongong (C),,93310.33481,98015.59687,105068.8836,112830.31,120649.4758,,
1,New South Wales,18500,Woollahra (A),,29357.41231,29347.3548,29995.63187,30859.62561,31875.10989,,
1,New South Wales,18710,Yass Valley (A),,7595.348538,8246.094864,8884.465735,9459.553203,9934.420276,,
2,Victoria,20110,Alpine (S),,7271.0,7624.0,7920.0,8187.0,,,
2,Victoria,20260,Ararat (RC),,5509.0,5627.0,5766.0,5905.0,,,
2,Victoria,20570,Ballarat (C),,50347.0,57098.0,63158.0,68568.0,,,
2,Victoria,20660,Banyule (C),,53031.0,56287.0,59547.0,63197.0,,,
2,Victoria,20740,Bass Coast (S),,28981.0,31730.0,34321.0,36872.0,,,
2,Victoria,20830,Baw Baw (S),,24522.0,27819.0,31069.0,34320.0,,,
2,Victoria,20910,Bayside (C),,43102.0,45673.0,48093.0,50513.0,,,
2,Victoria,21010,Benalla (RC),,7211.0,7585.0,7885.0,8125.0,,,
2,Victoria,21110,Boroondara (C),,72924.0,77012.0,80872.0,84832.0,,,
2,Victoria,21180,Brimbank (C),,71871.0,75194.0,78884.0,82734.0,,,
2,Victoria,21270,Buloke (S),,3397.0,3417.0,3447.0,3467.0,,,
2,Victoria,21370,Campaspe (S),,17840.0,18561.0,19241.0,19921.0,,,
2,Victoria,21450,Cardinia (S),,43533.0,50681.0,58518.0,65924.0,,,
2,Victoria,21610,Casey (C),,122674.0,143422.0,162122.0,180772.0,,,
2,Victoria,21670,Central Goldfields (S),,7004.0,7325.0,7612.0,7866.0,,,
2,Victoria,21750,Colac-Otway (S),,12460.0,13067.0,13654.0,14214.0,,,
2,Victoria,21830,Corangamite (S),,7897.0,8145.0,8359.0,8567.0,,,
2,Victoria,21890,Darebin (C),,68366.0,72923.0,79043.0,85493.0,,,
2,Victoria,22110,East Gippsland (S),,26078.0,27872.0,29572.0,31272.0,,,
2,Victoria,22170,Frankston (C),,58890.0,61152.0,63602.0,66552.0,,,
2,Victoria,22250,Gannawarra (S),,5326.0,5481.0,5611.0,5726.0,,,
2,Victoria,22310,Glen Eira (C),,66235.0,70589.0,74839.0,79089.0,,,
2,Victoria,22410,Glenelg (S),,10173.0,10470.0,10700.0,10910.0,,,
2,Victoria,22490,Golden Plains (S),,9408.0,10405.0,11593.0,13134.0,,,
2,Victoria,22620,Greater Bendigo (C),,53173.0,57567.0,62067.0,66787.0,,,
2,Victoria,22670,Greater Dandenong (C),,58198.0,61255.0,65145.0,69755.0,,,
2,Victoria,22750,Greater Geelong (C),,120823.0,136989.0,152589.0,168089.0,,,
2,Victoria,22830,Greater Shepparton (C),,28885.0,30780.0,32636.0,34518.0,,,
2,Victoria,22910,Hepburn (S),,9511.0,9976.0,10481.0,10959.0,,,
2,Victoria,22980,Hindmarsh (S),,3110.0,3121.0,3145.0,3174.0,,,
2,Victoria,23110,Hobsons Bay (C),,39336.0,42384.0,45464.0,48594.0,,,
2,Victoria,23190,Horsham (RC),,9638.0,9992.0,10302.0,10612.0,,,
2,Victoria,23270,Hume (C),,83980.0,97480.0,110780.0,125070.0,,,
2,Victoria,23350,Indigo (S),,7750.0,8285.0,8799.0,9279.0,,,
2,Victoria,23430,Kingston (C) (Vic.),,67622.0,71196.0,74916.0,79196.0,,,
2,Victoria,23670,Knox (C),,62012.0,64803.0,67593.0,70552.0,,,
2,Victoria,23810,Latrobe (C) (Vic.),,35685.0,37458.0,39154.0,40802.0,,,
2,Victoria,23940,Loddon (S),,4323.0,4379.0,4449.0,4519.0,,,
2,Victoria,24130,Macedon Ranges (S),,20630.0,22429.0,24254.0,26404.0,,,
2,Victoria,24210,Manningham (C),,49918.0,52650.0,55350.0,58200.0,,,
2,Victoria,24250,Mansfield (S),,6619.0,7245.0,7842.0,8440.0,,,
2,Victoria,24330,Maribyrnong (C),,40501.0,46919.0,53019.0,59579.0,,,
2,Victoria,24410,Maroondah (C),,46937.0,49651.0,52471.0,55581.0,,,
2,Victoria,24600,Melbourne (C),,103368.0,120113.0,136762.0,153568.0,,,
2,Victoria,24650,Melton (C),,60363.0,82671.0,102271.0,121921.0,,,
2,Victoria,24780,Mildura (RC),,25371.0,26690.0,27950.0,29160.0,,,
2,Victoria,24850,Mitchell (S),,19590.0,25068.0,33545.0,45071.0,,,
2,Victoria,24900,Moira (S),,14948.0,15668.0,16368.0,17068.0,,,
2,Victoria,24970,Monash (C),,76463.0,80970.0,86370.0,92270.0,,,
2,Victoria,25060,Moonee Valley (C),,55115.0,59593.0,64533.0,69693.0,,,
2,Victoria,25150,Moorabool (S),,15473.0,17481.0,20101.0,23391.0,,,
2,Victoria,24700,Merri-bek (C),,78310.0,85149.0,93349.0,101689.0,,,
2,Victoria,25340,Mornington Peninsula (S),,93602.0,96833.0,100343.0,104543.0,,,
2,Victoria,25430,Mount Alexander (S),,10141.0,10868.0,11558.0,12248.0,,,
2,Victoria,25490,Moyne (S),,8550.0,9015.0,9453.0,9892.0,,,
2,Victoria,25620,Murrindindi (S),,8349.0,8856.0,9380.0,9905.0,,,
2,Victoria,25710,Nillumbik (S),,22406.0,23255.0,24155.0,24945.0,,,
2,Victoria,25810,Northern Grampians (S),,6253.0,6370.0,6490.0,6610.0,,,
2,Victoria,25900,Port Phillip (C),,63301.0,69550.0,77150.0,86290.0,,,
2,Victoria,25990,Pyrenees (S),,3939.0,4130.0,4303.0,4472.0,,,
2,Victoria,26080,Queenscliffe (B),,2902.0,3022.0,3147.0,3272.0,,,
2,Victoria,26170,South Gippsland (S),,17145.0,18138.0,19186.0,20234.0,,,
2,Victoria,26260,Southern Grampians (S),,8292.0,8516.0,8696.0,8866.0,,,
2,Victoria,26350,Stonnington (C),,59609.0,64067.0,68367.0,72567.0,,,
2,Victoria,26430,Strathbogie (S),,6164.0,6546.0,6921.0,7296.0,,,
2,Victoria,26490,Surf Coast (S),,20678.0,22880.0,24506.0,25867.0,,,
2,Victoria,26610,Swan Hill (RC),,9554.0,9819.0,10074.0,10316.0,,,
2,Victoria,26670,Towong (S),,3125.0,3222.0,3302.0,3372.0,,,
2,Victoria,26700,Wangaratta (RC),,13677.0,14374.0,15024.0,15674.0,,,
2,Victoria,26730,Warrnambool (C),,16025.0,16977.0,17979.0,19001.0,,,
2,Victoria,26810,Wellington (S),,23554.0,24823.0,26098.0,27338.0,,,
2,Victoria,26890,West Wimmera (S),,2255.0,2296.0,2322.0,2343.0,,,
2,Victoria,26980,Whitehorse (C),,71712.0,78010.0,84060.0,90110.0,,,
2,Victoria,27070,Whittlesea (C),,82993.0,95769.0,108669.0,122319.0,,,
2,Victoria,27170,Wodonga (C),,18214.0,19929.0,21689.0,23455.0,,,
2,Victoria,27260,Wyndham (C),,100363.0,122682.0,142382.0,161932.0,,,
2,Victoria,27350,Yarra (C),,50059.0,56411.0,62860.0,69414.0,,,
