lga_code,lga_name,2021_incr_det_vs,2021_incr_med_vs,2021_incr_high_vs,2022_incr_det_vs,2022_incr_med_vs,2022_incr_high_vs,2023_incr_det_vs,2023_incr_med_vs,2023_incr_high_vs,2024_incr_det_vs,2024_incr_med_vs,2024_incr_high_vs,2025_incr_det_vs,2025_incr_med_vs,2025_incr_high_vs,2026_incr_det_vs,2026_incr_med_vs,2026_incr_high_vs,2027_incr_det_vs,2027_incr_med_vs,2027_incr_high_vs,2028_incr_det_vs,2028_incr_med_vs,2028_incr_high_vs,2029_incr_det_vs,2029_incr_med_vs,2029_incr_high_vs,2030_incr_det_vs,2030_incr_med_vs,2030_incr_high_vs,2031_incr_det_vs,2031_incr_med_vs,2031_incr_high_vs,2032_incr_det_vs,2032_incr_med_vs,2032_incr_high_vs,2033_incr_det_vs,2033_incr_med_vs,2033_incr_high_vs,2034_incr_det_vs,2034_incr_med_vs,2034_incr_high_vs,2035_incr_det_vs,2035_incr_med_vs,2035_incr_high_vs,2036_incr_det_vs,2036_incr_med_vs,2036_incr_high_vs,2037_incr_det_vs,2037_incr_med_vs,2037_incr_high_vs,2038_incr_det_vs,2038_incr_med_vs,2038_incr_high_vs,2039_incr_det_vs,2039_incr_med_vs,2039_incr_high_vs,2040_incr_det_vs,2040_incr_med_vs,2040_incr_high_vs,2041_incr_det_vs,2041_incr_med_vs,2041_incr_high_vs,2042_incr_det_vs,2042_incr_med_vs,2042_incr_high_vs,2043_incr_det_vs,2043_incr_med_vs,2043_incr_high_vs,2044_incr_det_vs,2044_incr_med_vs,2044_incr_high_vs,2045_incr_det_vs,2045_incr_med_vs,2045_incr_high_vs,2021_total_intensity,2022_total_intensity,2023_total_intensity,2024_total_intensity,2025_total_intensity,2026_total_intensity,2027_total_intensity,2028_total_intensity,2029_total_intensity,2030_total_intensity,2031_total_intensity,2032_total_intensity,2033_total_intensity,2034_total_intensity,2035_total_intensity,2036_total_intensity,2037_total_intensity,2038_total_intensity,2039_total_intensity,2040_total_intensity,2041_total_intensity,2042_total_intensity,2043_total_intensity,2044_total_intensity,2045_total_intensity
32600.0,Croydon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32750.0,Diamantina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32770.0,Doomadgee,30.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32810.0,Douglas,1110.0,0.0,0.0,1110.0,0.0,0.0,1110.0,0.0,0.0,1110.0,0.0,0.0,1110.0,0.0,0.0,1020.0,0.0,0.0,1020.0,0.0,0.0,1020.0,0.0,0.0,1020.0,0.0,0.0,1020.0,0.0,0.0,940.0,0.0,0.0,940.0,0.0,0.0,940.0,0.0,0.0,940.0,0.0,0.0,940.0,0.0,0.0,860.0,0.0,0.0,860.0,0.0,0.0,860.0,0.0,0.0,860.0,0.0,0.0,860.0,0.0,0.0,820.0,0.0,0.0,820.0,0.0,0.0,820.0,0.0,0.0,820.0,0.0,0.0,820.0,0.0,0.0,1110.0,1110.0,1110.0,1110.0,1110.0,1020.0,1020.0,1020.0,1020.0,1020.0,940.0,940.0,940.0,940.0,940.0,860.0,860.0,860.0,860.0,860.0,820.0,820.0,820.0,820.0,820.0
33100.0,Etheridge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33200.0,Flinders (Qld),30.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33220.0,Fraser Coast,6260.0,310.0,0.0,6260.0,310.0,0.0,6260.0,310.0,0.0,6260.0,310.0,0.0,6260.0,310.0,0.0,4950.0,250.0,0.0,4950.0,250.0,0.0,4950.0,250.0,0.0,4950.0,250.0,0.0,4950.0,250.0,0.0,3550.0,180.0,0.0,3550.0,180.0,0.0,3550.0,180.0,0.0,3550.0,180.0,0.0,3550.0,180.0,0.0,2160.0,110.0,0.0,2160.0,110.0,0.0,2160.0,110.0,0.0,2160.0,110.0,0.0,2160.0,110.0,0.0,1420.0,70.0,0.0,1420.0,70.0,0.0,1420.0,70.0,0.0,1420.0,70.0,0.0,1420.0,70.0,0.0,6580.0,6580.0,6580.0,6580.0,6580.0,5200.0,5200.0,5200.0,5200.0,5200.0,3730.0,3730.0,3730.0,3730.0,3730.0,2260.0,2260.0,2260.0,2260.0,2260.0,1490.0,1490.0,1490.0,1490.0,1490.0
33360.0,Gladstone,3230.0,20.0,0.0,3230.0,20.0,0.0,3230.0,20.0,0.0,3230.0,20.0,0.0,3230.0,20.0,0.0,2720.0,20.0,0.0,2720.0,20.0,0.0,2720.0,20.0,0.0,2720.0,20.0,0.0,2720.0,20.0,0.0,2630.0,20.0,0.0,2630.0,20.0,0.0,2630.0,20.0,0.0,2630.0,20.0,0.0,2630.0,20.0,0.0,2420.0,20.0,0.0,2420.0,20.0,0.0,2420.0,20.0,0.0,2420.0,20.0,0.0,2420.0,20.0,0.0,2220.0,20.0,0.0,2220.0,20.0,0.0,2220.0,20.0,0.0,2220.0,20.0,0.0,2220.0,20.0,0.0,3260.0,3260.0,3260.0,3260.0,3260.0,2740.0,2740.0,2740.0,2740.0,2740.0,2650.0,2650.0,2650.0,2650.0,2650.0,2440.0,2440.0,2440.0,2440.0,2440.0,2240.0,2240.0,2240.0,2240.0,2240.0
33430.0,Gold Coast,15220.0,6800.0,50.0,15220.0,6800.0,50.0,15220.0,6800.0,50.0,15220.0,6800.0,50.0,15220.0,6800.0,50.0,13580.0,6070.0,50.0,13580.0,6070.0,50.0,13580.0,6070.0,50.0,13580.0,6070.0,50.0,13580.0,6070.0,50.0,13680.0,6110.0,50.0,13680.0,6110.0,50.0,13680.0,6110.0,50.0,13680.0,6110.0,50.0,13680.0,6110.0,50.0,13030.0,5820.0,40.0,13030.0,5820.0,40.0,13030.0,5820.0,40.0,13030.0,5820.0,40.0,13030.0,5820.0,40.0,12570.0,5620.0,40.0,12570.0,5620.0,40.0,12570.0,5620.0,40.0,12570.0,5620.0,40.0,12570.0,5620.0,40.0,22070.0,22070.0,22070.0,22070.0,22070.0,19700.0,19700.0,19700.0,19700.0,19700.0,19840.0,19840.0,19840.0,19840.0,19840.0,18900.0,18900.0,18900.0,18900.0,18900.0,18240.0,18240.0,18240.0,18240.0,18240.0
33610.0,Goondiwindi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33620.0,Gympie,3180.0,150.0,0.0,3180.0,150.0,0.0,3180.0,150.0,0.0,3180.0,150.0,0.0,3180.0,150.0,0.0,1670.0,80.0,0.0,1670.0,80.0,0.0,1670.0,80.0,0.0,1670.0,80.0,0.0,1670.0,80.0,0.0,1270.0,60.0,0.0,1270.0,60.0,0.0,1270.0,60.0,0.0,1270.0,60.0,0.0,1270.0,60.0,0.0,970.0,40.0,0.0,970.0,40.0,0.0,970.0,40.0,0.0,970.0,40.0,0.0,970.0,40.0,0.0,680.0,30.0,0.0,680.0,30.0,0.0,680.0,30.0,0.0,680.0,30.0,0.0,680.0,30.0,0.0,3330.0,3330.0,3330.0,3330.0,3330.0,1740.0,1740.0,1740.0,1740.0,1740.0,1320.0,1320.0,1320.0,1320.0,1320.0,1010.0,1010.0,1010.0,1010.0,1010.0,710.0,710.0,710.0,710.0,710.0
33800.0,Hinchinbrook,310.0,0.0,0.0,310.0,0.0,0.0,310.0,0.0,0.0,310.0,0.0,0.0,310.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,310.0,310.0,310.0,310.0,50.0,50.0,50.0,50.0,50.0,30.0,30.0,30.0,30.0,30.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0
33830.0,Hope Vale,50.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,20.0,20.0,20.0,20.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
33960.0,Ipswich,27490.0,3100.0,0.0,27490.0,3100.0,0.0,27490.0,3100.0,0.0,27490.0,3100.0,0.0,27490.0,3100.0,0.0,35020.0,3950.0,0.0,35020.0,3950.0,0.0,35020.0,3950.0,0.0,35020.0,3950.0,0.0,35020.0,3950.0,0.0,42750.0,4820.0,0.0,42750.0,4820.0,0.0,42750.0,4820.0,0.0,42750.0,4820.0,0.0,42750.0,4820.0,0.0,45640.0,5150.0,0.0,45640.0,5150.0,0.0,45640.0,5150.0,0.0,45640.0,5150.0,0.0,45640.0,5150.0,0.0,45400.0,5130.0,0.0,45400.0,5130.0,0.0,45400.0,5130.0,0.0,45400.0,5130.0,0.0,45400.0,5130.0,0.0,30590.0,30590.0,30590.0,30590.0,30590.0,38970.0,38970.0,38970.0,38970.0,38970.0,47570.0,47570.0,47570.0,47570.0,47570.0,50790.0,50790.0,50790.0,50790.0,50790.0,50530.0,50530.0,50530.0,50530.0,50530.0
33980.0,Isaac,710.0,0.0,0.0,710.0,0.0,0.0,710.0,0.0,0.0,710.0,0.0,0.0,710.0,0.0,0.0,650.0,0.0,0.0,650.0,0.0,0.0,650.0,0.0,0.0,650.0,0.0,0.0,650.0,0.0,0.0,770.0,0.0,0.0,770.0,0.0,0.0,770.0,0.0,0.0,770.0,0.0,0.0,770.0,0.0,0.0,800.0,0.0,0.0,800.0,0.0,0.0,800.0,0.0,0.0,800.0,0.0,0.0,800.0,0.0,0.0,840.0,0.0,0.0,840.0,0.0,0.0,840.0,0.0,0.0,840.0,0.0,0.0,840.0,0.0,0.0,710.0,710.0,710.0,710.0,710.0,650.0,650.0,650.0,650.0,650.0,770.0,770.0,770.0,770.0,770.0,800.0,800.0,800.0,800.0,800.0,840.0,840.0,840.0,840.0,840.0
34420.0,Kowanyama,40.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,30.0,30.0,30.0,30.0,30.0,20.0,20.0,20.0,20.0,20.0,10.0,10.0,10.0,10.0,10.0
34530.0,Livingstone,2560.0,300.0,0.0,2560.0,300.0,0.0,2560.0,300.0,0.0,2560.0,300.0,0.0,2560.0,300.0,0.0,3750.0,450.0,0.0,3750.0,450.0,0.0,3750.0,450.0,0.0,3750.0,450.0,0.0,3750.0,450.0,0.0,3440.0,410.0,0.0,3440.0,410.0,0.0,3440.0,410.0,0.0,3440.0,410.0,0.0,3440.0,410.0,0.0,2750.0,330.0,0.0,2750.0,330.0,0.0,2750.0,330.0,0.0,2750.0,330.0,0.0,2750.0,330.0,0.0,1720.0,200.0,0.0,1720.0,200.0,0.0,1720.0,200.0,0.0,1720.0,200.0,0.0,1720.0,200.0,0.0,2860.0,2860.0,2860.0,2860.0,2860.0,4200.0,4200.0,4200.0,4200.0,4200.0,3850.0,3850.0,3850.0,3850.0,3850.0,3070.0,3070.0,3070.0,3070.0,3070.0,1930.0,1930.0,1930.0,1930.0,1930.0
34570.0,Lockhart River,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34580.0,Lockyer Valley,2500.0,80.0,0.0,2500.0,80.0,0.0,2500.0,80.0,0.0,2500.0,80.0,0.0,2500.0,80.0,0.0,2340.0,70.0,0.0,2340.0,70.0,0.0,2340.0,70.0,0.0,2340.0,70.0,0.0,2340.0,70.0,0.0,2430.0,80.0,0.0,2430.0,80.0,0.0,2430.0,80.0,0.0,2430.0,80.0,0.0,2430.0,80.0,0.0,2480.0,80.0,0.0,2480.0,80.0,0.0,2480.0,80.0,0.0,2480.0,80.0,0.0,2480.0,80.0,0.0,2520.0,80.0,0.0,2520.0,80.0,0.0,2520.0,80.0,0.0,2520.0,80.0,0.0,2520.0,80.0,0.0,2580.0,2580.0,2580.0,2580.0,2580.0,2410.0,2410.0,2410.0,2410.0,2410.0,2500.0,2500.0,2500.0,2500.0,2500.0,2560.0,2560.0,2560.0,2560.0,2560.0,2600.0,2600.0,2600.0,2600.0,2600.0
34590.0,Logan,28160.0,3780.0,0.0,28160.0,3780.0,0.0,28160.0,3780.0,0.0,28160.0,3780.0,0.0,28160.0,3780.0,0.0,27530.0,3690.0,0.0,27530.0,3690.0,0.0,27530.0,3690.0,0.0,27530.0,3690.0,0.0,27530.0,3690.0,0.0,25680.0,3440.0,0.0,25680.0,3440.0,0.0,25680.0,3440.0,0.0,25680.0,3440.0,0.0,25680.0,3440.0,0.0,17560.0,2360.0,0.0,17560.0,2360.0,0.0,17560.0,2360.0,0.0,17560.0,2360.0,0.0,17560.0,2360.0,0.0,14110.0,1890.0,0.0,14110.0,1890.0,0.0,14110.0,1890.0,0.0,14110.0,1890.0,0.0,14110.0,1890.0,0.0,31940.0,31940.0,31940.0,31940.0,31940.0,31220.0,31220.0,31220.0,31220.0,31220.0,29120.0,29120.0,29120.0,29120.0,29120.0,19920.0,19920.0,19920.0,19920.0,19920.0,16000.0,16000.0,16000.0,16000.0,16000.0
34710.0,Longreach,20.0,20.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,40.0,40.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34770.0,Mackay,6330.0,200.0,0.0,6330.0,200.0,0.0,6330.0,200.0,0.0,6330.0,200.0,0.0,6330.0,200.0,0.0,6190.0,200.0,0.0,6190.0,200.0,0.0,6190.0,200.0,0.0,6190.0,200.0,0.0,6190.0,200.0,0.0,6080.0,200.0,0.0,6080.0,200.0,0.0,6080.0,200.0,0.0,6080.0,200.0,0.0,6080.0,200.0,0.0,5390.0,180.0,0.0,5390.0,180.0,0.0,5390.0,180.0,0.0,5390.0,180.0,0.0,5390.0,180.0,0.0,5090.0,160.0,0.0,5090.0,160.0,0.0,5090.0,160.0,0.0,5090.0,160.0,0.0,5090.0,160.0,0.0,6530.0,6530.0,6530.0,6530.0,6530.0,6390.0,6390.0,6390.0,6390.0,6390.0,6270.0,6270.0,6270.0,6270.0,6270.0,5570.0,5570.0,5570.0,5570.0,5570.0,5250.0,5250.0,5250.0,5250.0,5250.0
34800.0,McKinlay,30.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34830.0,Mapoon,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
34860.0,Maranoa,150.0,10.0,0.0,150.0,10.0,0.0,150.0,10.0,0.0,150.0,10.0,0.0,150.0,10.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,160.0,160.0,160.0,160.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34880.0,Mareeba,980.0,60.0,0.0,980.0,60.0,0.0,980.0,60.0,0.0,980.0,60.0,0.0,980.0,60.0,0.0,950.0,60.0,0.0,950.0,60.0,0.0,950.0,60.0,0.0,950.0,60.0,0.0,950.0,60.0,0.0,730.0,40.0,0.0,730.0,40.0,0.0,730.0,40.0,0.0,730.0,40.0,0.0,730.0,40.0,0.0,560.0,30.0,0.0,560.0,30.0,0.0,560.0,30.0,0.0,560.0,30.0,0.0,560.0,30.0,0.0,460.0,20.0,0.0,460.0,20.0,0.0,460.0,20.0,0.0,460.0,20.0,0.0,460.0,20.0,0.0,1040.0,1040.0,1040.0,1040.0,1040.0,1000.0,1000.0,1000.0,1000.0,1000.0,780.0,780.0,780.0,780.0,780.0,590.0,590.0,590.0,590.0,590.0,480.0,480.0,480.0,480.0,480.0
35010.0,Moreton Bay,44080.0,8080.0,10.0,44080.0,8080.0,10.0,44080.0,8080.0,10.0,44080.0,8080.0,10.0,44080.0,8080.0,10.0,40790.0,7480.0,0.0,40790.0,7480.0,0.0,40790.0,7480.0,0.0,40790.0,7480.0,0.0,40790.0,7480.0,0.0,36830.0,6750.0,0.0,36830.0,6750.0,0.0,36830.0,6750.0,0.0,36830.0,6750.0,0.0,36830.0,6750.0,0.0,35710.0,6540.0,0.0,35710.0,6540.0,0.0,35710.0,6540.0,0.0,35710.0,6540.0,0.0,35710.0,6540.0,0.0,35690.0,6540.0,0.0,35690.0,6540.0,0.0,35690.0,6540.0,0.0,35690.0,6540.0,0.0,35690.0,6540.0,0.0,52160.0,52160.0,52160.0,52160.0,52160.0,48270.0,48270.0,48270.0,48270.0,48270.0,43590.0,43590.0,43590.0,43590.0,43590.0,42260.0,42260.0,42260.0,42260.0,42260.0,42230.0,42230.0,42230.0,42230.0,42230.0
35250.0,Mornington,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35300.0,Mount Isa,180.0,60.0,0.0,180.0,60.0,0.0,180.0,60.0,0.0,180.0,60.0,0.0,180.0,60.0,0.0,70.0,20.0,0.0,70.0,20.0,0.0,70.0,20.0,0.0,70.0,20.0,0.0,70.0,20.0,0.0,50.0,10.0,0.0,50.0,10.0,0.0,50.0,10.0,0.0,50.0,10.0,0.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,240.0,240.0,240.0,240.0,80.0,80.0,80.0,80.0,80.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
