state_code,state_name,lga_code,lga_name,SEQ,2021_dw,2026_dw,2031_dw,2036_dw,2041_dw,2046_dw,Unnamed: 6,2021_incr,2022_incr,2023_incr,2024_incr,2025_incr,2026_incr,2027_incr,2028_incr,2029_incr,2030_incr,2031_incr,2032_incr,2033_incr,2034_incr,2035_incr
1,New South Wales,11350,Byron (A),,17505.0,18443.0,19642.0,20845.0,22027.0,,,187.0,187.0,187.0,187.0,187.0,240.0,240.0,240.0,240.0,240.0,241.0,241.0,241.0,241.0,241.0
1,New South Wales,11400,Cabonne (A),,6117.0,6375.0,6659.0,6933.0,7208.0,,,52.0,52.0,52.0,52.0,52.0,57.0,57.0,57.0,57.0,57.0,55.0,55.0,55.0,55.0,55.0
1,New South Wales,11450,Camden (A),,36553.0,43499.0,52433.0,62368.0,74688.0,,,1389.0,1389.0,1389.0,1389.0,1389.0,1787.0,1787.0,1787.0,1787.0,1787.0,1987.0,1987.0,1987.0,1987.0,1987.0
1,New South Wales,11500,Campbelltown (C) (NSW),,62605.0,66720.0,72839.0,79901.0,86424.0,,,823.0,823.0,823.0,823.0,823.0,1224.0,1224.0,1224.0,1224.0,1224.0,1412.0,1412.0,1412.0,1412.0,1412.0
1,New South Wales,11520,Canada Bay (A),,41407.0,43410.0,45247.0,47081.0,48616.0,,,401.0,401.0,401.0,401.0,401.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
1,New South Wales,11570,Canterbury-Bankstown (A),,135119.0,141922.0,151099.0,160364.0,169145.0,,,1361.0,1361.0,1361.0,1361.0,1361.0,1835.0,1835.0,1835.0,1835.0,1835.0,1853.0,1853.0,1853.0,1853.0,1853.0
1,New South Wales,11600,Carrathool (A),,1272.0,1238.0,1222.0,1210.0,1201.0,,,-7.0,-7.0,-7.0,-7.0,-7.0,-3.0,-3.0,-3.0,-3.0,-3.0,-2.0,-2.0,-2.0,-2.0,-2.0
1,New South Wales,11650,Central Coast (C) (NSW),,159169.0,166187.0,174770.0,183555.0,191696.0,,,1404.0,1404.0,1404.0,1404.0,1404.0,1717.0,1717.0,1717.0,1717.0,1717.0,1757.0,1757.0,1757.0,1757.0,1757.0
1,New South Wales,11700,Central Darling (A),,1037.0,995.0,961.0,920.0,850.0,,,-8.0,-8.0,-8.0,-8.0,-8.0,-7.0,-7.0,-7.0,-7.0,-7.0,-8.0,-8.0,-8.0,-8.0,-8.0
1,New South Wales,11720,Cessnock (C),,26206.0,29141.0,32345.0,35629.0,38828.0,,,587.0,587.0,587.0,587.0,587.0,641.0,641.0,641.0,641.0,641.0,657.0,657.0,657.0,657.0,657.0
1,New South Wales,11730,Clarence Valley (A),,25746.0,26415.0,27138.0,27721.0,28153.0,,,134.0,134.0,134.0,134.0,134.0,145.0,145.0,145.0,145.0,145.0,117.0,117.0,117.0,117.0,117.0
1,New South Wales,11750,Cobar (A),,2273.0,2054.0,1851.0,1647.0,1410.0,,,-44.0,-44.0,-44.0,-44.0,-44.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0
1,New South Wales,11800,Coffs Harbour (C),,35316.0,36887.0,38804.0,40538.0,41983.0,,,314.0,314.0,314.0,314.0,314.0,383.0,383.0,383.0,383.0,383.0,347.0,347.0,347.0,347.0,347.0
1,New South Wales,12000,Coolamon (A),,1980.0,2086.0,2242.0,2408.0,2573.0,,,21.0,21.0,21.0,21.0,21.0,31.0,31.0,31.0,31.0,31.0,33.0,33.0,33.0,33.0,33.0
1,New South Wales,12150,Coonamble (A),,2042.0,2010.0,1942.0,1843.0,1716.0,,,-7.0,-7.0,-7.0,-7.0,-7.0,-13.0,-13.0,-13.0,-13.0,-13.0,-20.0,-20.0,-20.0,-20.0,-20.0
1,New South Wales,12160,Cootamundra-Gundagai Regional (A),,5600.0,5660.0,5732.0,5790.0,5830.0,,,12.0,12.0,12.0,12.0,12.0,15.0,15.0,15.0,15.0,15.0,11.0,11.0,11.0,11.0,11.0
1,New South Wales,12350,Cowra (A),,6377.0,6720.0,7022.0,7260.0,7444.0,,,69.0,69.0,69.0,69.0,69.0,60.0,60.0,60.0,60.0,60.0,48.0,48.0,48.0,48.0,48.0
1,New South Wales,12380,Cumberland (A),,83495.0,89238.0,97187.0,103855.0,110030.0,,,1149.0,1149.0,1149.0,1149.0,1149.0,1590.0,1590.0,1590.0,1590.0,1590.0,1334.0,1334.0,1334.0,1334.0,1334.0
1,New South Wales,12390,Dubbo Regional (A),,23323.0,24474.0,25843.0,27222.0,28526.0,,,230.0,230.0,230.0,230.0,230.0,274.0,274.0,274.0,274.0,274.0,276.0,276.0,276.0,276.0,276.0
1,New South Wales,12700,Dungog (A),,4582.0,5160.0,5764.0,6381.0,6995.0,,,115.0,115.0,115.0,115.0,115.0,121.0,121.0,121.0,121.0,121.0,123.0,123.0,123.0,123.0,123.0
